"ID","FAMILY","INSTITUTION_CODE","INFRASPECIFIC_EPITHET","REMARKS","COLLECTOR","KINGDOM","LOCALITY","GENUS","INFRASPECIFIC_RANK","BASIS_OF_RECORD","PHYLUM","MINIMUM_ELEVATION_IN_METERS","SPECIFIC_EPITHET","CLASS","SCIENTIFIC_NAME","COUNTRY","EARLIEST_DATE_COLLECTED","NOMENCLATURAL_CODE","CATALOG_NUMBER","AUTHOR_YEAR_OF_SCIENTIFIC_NAME","STATE_PROVINCE","ORDER","CONTINENT","COLLECTION_CODE"
"11594","Poaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Kayaçik Bogazi, 2100m","Sesleria",,"PreservedSpecimen","Magnoliophyta","2100","alba",,"Sesleria alba Sm.","TR","1999-08-06 00:00:00.0","ICBN","1146","Sm.","Adana","Cyperales","Asia","B"
"11595","Poaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Kayaçik Bogazi, 2100m","Elytrigia",,"PreservedSpecimen","Magnoliophyta","2100","libanotica",,"Elytrigia libanotica (Hack.) J.Holub.","TR","1999-08-06 00:00:00.0","ICBN","1147","(Hack.) J.Holub.","Adana","Cyperales","Asia","B"
"11596","Campanulaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Kayaçik Bogazi, 2100m","Michauxia",,"PreservedSpecimen","Magnoliophyta","2100","tchihatcheffii",,"Michauxia tchihatcheffii J.C.Fisch. & C.A.Mey.","TR","1999-08-06 00:00:00.0","ICBN","1148","J.C.Fisch. & C.A.Mey.","Adana","Campanulales","Asia","B"
"11597","unbekannt","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Kayaçik Bogazi, 2100m","noch unbestimmt !!!",,"PreservedSpecimen",,"2100",,,"noch unbestimmt !!!","TR","1999-08-06 00:00:00.0","ICBN","1149",,"Adana",,"Asia","B"
"11602","Fabaceae","BGBM","hypoleuca",,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, waterfall Narpiz Bogazi, 2500m","Vicia","Subspecies","PreservedSpecimen","Magnoliophyta","2500","alpestris",,"Vicia alpestris subsp. hypoleuca (Boiss. & Noe) P.H. Davis","TR","1999-08-06 00:00:00.0","ICBN","1153","(Boiss. & Noe) P.H. Davis","Adana","Fabales","Asia","B"
"11603","Rosaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, waterfall Narpiz Bogazi, 2500m","Alchemilla",,"PreservedSpecimen","Magnoliophyta","2500","ellenbergiana",,"Alchemilla ellenbergiana Rothm.","TR","1999-08-06 00:00:00.0","ICBN","1154","Rothm.","Adana","Rosales","Asia","B"
"11604","Scrophulariaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, waterfall Narpiz Bogazi, 2500m","Veronica",,"PreservedSpecimen","Magnoliophyta","2500","tauricola",,"Veronica tauricola Bornm.","TR","1999-08-06 00:00:00.0","ICBN","1155","Bornm.","Adana","Scrophulariales","Asia","B"
"11605","Boraginaceae","BGBM","cilicica",,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, waterfall Narpiz Bogazi, 2500m","Omphalodes","Subspecies","PreservedSpecimen","Magnoliophyta","2500","luciliae",,"Omphalodes luciliae subsp. cilicica (Brand) Bornm.","TR","1999-08-06 00:00:00.0","ICBN","1156","(Brand) Bornm.","Adana","Lamiales","Asia","B"
"11606","Poaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, waterfall Narpiz Bogazi, 2500m","Poa",,"PreservedSpecimen","Magnoliophyta","2500","psychrophila",,"Poa psychrophila Boiss. & Heldr.","TR","1999-08-06 00:00:00.0","ICBN","1157","Boiss. & Heldr.","Adana","Cyperales","Asia","B"
"11607","unbekannt","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz DeresiStaudenflur, Kürschner, 2800m","noch unbestimmt !!!",,"PreservedSpecimen",,"2800",,,"noch unbestimmt !!!","TR","1999-08-06 00:00:00.0","ICBN","1158",,"Adana",,"Asia","B"
"11608","Poaceae","BGBM","anatolica",,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Festuca","Subspecies","PreservedSpecimen","Magnoliophyta","2900","anatolica",,"Festuca anatolica subsp. anatolica","TR","1999-08-06 00:00:00.0","ICBN","1159",,"Adana","Cyperales","Asia","B"
"11609","Poaceae","BGBM","tomentellus",,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Bromus","Subspecies","PreservedSpecimen","Magnoliophyta","2900","tomentellus",,"Bromus tomentellus subsp. tomentellus","TR","1999-08-06 00:00:00.0","ICBN","1160",,"Adana","Cyperales","Asia","B"
"11610","Poaceae","BGBM","fallax",,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Poa","Subspecies","PreservedSpecimen","Magnoliophyta","2900","alpina",,"Poa alpina subsp. fallax F.Herm.","TR","1999-08-06 00:00:00.0","ICBN","1161","F.Herm.","Adana","Cyperales","Asia","B"
"11472","Asteraceae","BGBM","carduiformis",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m","Centaurea","Variety","PreservedSpecimen","Magnoliophyta","2350","carduiformis",,"Centaurea carduiformis var. carduiformis","TR","1999-07-30 00:00:00.0","ICBN","1036",,"Nigde","Asterales","Asia","B"
"11473","Rosaceae","BGBM","muricata",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m","Sanguisorba","Subspecies","PreservedSpecimen","Magnoliophyta","2350","minor",,"Sanguisorba minor subsp. muricata (Spach) Briq.","TR","1999-07-30 00:00:00.0","ICBN","1037","(Spach) Briq.","Nigde","Rosales","Asia","B"
"11474","Asteraceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m","Xeranthemum",,"PreservedSpecimen","Magnoliophyta","2350","annuum",,"Xeranthemum annuum L.","TR","1999-07-30 00:00:00.0","ICBN","1038","L.","Nigde","Asterales","Asia","B"
"11475","Fabaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m","Astragalus",,"PreservedSpecimen","Magnoliophyta","2350","haussknechtii",,"Astragalus haussknechtii Bunge","TR","1999-07-30 00:00:00.0","ICBN","1039","Bunge","Nigde","Fabales","Asia","B"
"11476","Papaveraceae","BGBM",,,"Markus Döring","Plantae","Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit,","Corydalis",,"PreservedSpecimen","Magnoliophyta","2180","erdelii",,"Corydalis erdelii Zucc.","TR","1999-06-21 00:00:00.0","ICBN","104","Zucc.","Mugla","Papaverales","Asia","B"
"11477","Poaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m","Festuca",,"PreservedSpecimen","Magnoliophyta","2350","valesiaca",,"Festuca valesiaca Schleicher ex Gaudin","TR","1999-07-30 00:00:00.0","ICBN","1040","Schleicher ex Gaudin","Nigde","Cyperales","Asia","B"
"11478","Poaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m","Koeleria",,"PreservedSpecimen","Magnoliophyta","2350","macrantha",,"Koeleria macrantha (Ledeb.) Schult.","TR","1999-07-30 00:00:00.0","ICBN","1041","(Ledeb.) Schult.","Nigde","Cyperales","Asia","B"
"11479","Fabaceae","BGBM","cadmea",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2200m","Onobrychis","Subspecies","PreservedSpecimen","Magnoliophyta","2200","montana",,"Onobrychis montana subsp. cadmea (Boiss.) P.W. Ball","TR","1999-07-31 00:00:00.0","ICBN","1042","(Boiss.) P.W. Ball","Nigde","Fabales","Asia","B"
"11480","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2200m","Gypsophila",,"PreservedSpecimen","Magnoliophyta","2200","curvifolia",,"Gypsophila curvifolia Fenzl","TR","1999-07-31 00:00:00.0","ICBN","1043","Fenzl","Nigde","Caryophyllales","Asia","B"
"11481","Plantaginaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2200m","Plantago",,"PreservedSpecimen","Magnoliophyta","2200","media",,"Plantago media L.","TR","1999-07-31 00:00:00.0","ICBN","1044","L.","Nigde","Plantaginales","Asia","B"
"11482","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2200m","Minuartia",,"PreservedSpecimen","Magnoliophyta","2200","juniperina",,"Minuartia juniperina (L.) Maire & Petitm.","TR","1999-07-31 00:00:00.0","ICBN","1045","(L.) Maire & Petitm.","Nigde","Caryophyllales","Asia","B"
"11483","Apiaceae","BGBM","lithophila",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2200m","Pimpinella","Subspecies","PreservedSpecimen","Magnoliophyta","2200","tragium",,"Pimpinella tragium subsp. lithophila (I. Schischk.) Tutin","TR","1999-07-31 00:00:00.0","ICBN","1046","(I. Schischk.) Tutin","Nigde","Apiales","Asia","B"
"11484","Campanulaceae","BGBM","rigidum",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2200m","Asyneuma","Subspecies","PreservedSpecimen","Magnoliophyta","2200","rigidum",,"Asyneuma rigidum subsp. rigidum","TR","1999-07-31 00:00:00.0","ICBN","1047",,"Nigde","Campanulales","Asia","B"
"11485","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2200m","Silene","Variety","PreservedSpecimen","Magnoliophyta","2200","armena",,"Silene armena var. armena","TR","1999-07-31 00:00:00.0","ICBN","1048",,"Nigde","Caryophyllales","Asia","B"
"11486","Lamiaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2200m","Sideritis",,"PreservedSpecimen","Magnoliophyta","2200","aff. phlomoides",,"Sideritis aff. phlomoides P.H.Davis & Hub.-Mor.","TR","1999-07-31 00:00:00.0","ICBN","1049","P.H.Davis & Hub.-Mor.","Nigde","Lamiales","Asia","B"
"11487","Brassicaceae","BGBM","compactum",,"Markus Döring","Plantae","Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit,","Aethionema","Subspecies","PreservedSpecimen","Magnoliophyta","2180","speciosum",,"Aethionema speciosum subsp. compactum Hartvig & Strid","TR","1999-06-21 00:00:00.0","ICBN","105","Hartvig & Strid","Mugla","Capparales","Asia","B"
"11611","Cyperaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Carex",,"PreservedSpecimen","Magnoliophyta","2900","tristis",,"Carex tristis M.Bieb.","TR","1999-08-06 00:00:00.0","ICBN","1162","M.Bieb.","Adana","Cyperales","Asia","B"
"11598","Violaceae","BGBM",,,"Markus Döring","Plantae","Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit,","Viola",,"PreservedSpecimen","Magnoliophyta","1950","sandrasea",,"Viola sandrasea Melch.","TR","1999-06-21 00:00:00.0","ICBN","115","Melch.","Mugla","Violales","Asia","B"
"11599","Caryophyllaceae","BGBM","kotschyana",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Kayaçik Bogazi, 2100m","Arenaria","Subspecies","PreservedSpecimen","Magnoliophyta","2100","kotschyana",,"Arenaria kotschyana subsp. kotschyana","TR","1999-08-06 00:00:00.0","ICBN","1150",,"Adana","Caryophyllales","Asia","B"
"11600","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Kayaçik Bogazi, 2100m","Heldreichia",,"PreservedSpecimen","Magnoliophyta","2100","rotundifolia",,"Heldreichia rotundifolia Boiss.","TR","1999-08-06 00:00:00.0","ICBN","1151","Boiss.","Adana","Capparales","Asia","B"
"11601","Rubiaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Kayaçik Bogazi, 2100m","Galium",,"PreservedSpecimen","Magnoliophyta","2100","aladaghense",,"Galium aladaghense Parolly","TR","1999-08-06 00:00:00.0","ICBN","1152","Parolly","Adana","Rubiales","Asia","B"
"11612","Cyperaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Kobresia",,"PreservedSpecimen","Magnoliophyta","2900","humilis",,"Kobresia humilis (C.A.Meyer ex Trautv.) Sergievsk.","TR","1999-08-06 00:00:00.0","ICBN","1163a","(C.A.Meyer ex Trautv.) Sergievsk.","Adana","Cyperales","Asia","B"
"11613","Cyperaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Carex",,"PreservedSpecimen","Magnoliophyta","2900","tristis",,"Carex tristis M.Bieb.","TR","1999-08-06 00:00:00.0","ICBN","1163b","M.Bieb.","Adana","Cyperales","Asia","B"
"11614","Plumbaginaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Acantholimon",,"PreservedSpecimen","Magnoliophyta","2900","lycaonicum",,"Acantholimon lycaonicum Boiss. & Heldr.","TR","1999-08-06 00:00:00.0","ICBN","1164","Boiss. & Heldr.","Adana","Plumbaginales","Asia","B"
"11615","Rosaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Alchemilla",,"PreservedSpecimen","Magnoliophyta","2900","ellenbergiana",,"Alchemilla ellenbergiana Rothm.","TR","1999-08-06 00:00:00.0","ICBN","1165","Rothm.","Adana","Rosales","Asia","B"
"11616","Scrophulariaceae","BGBM","davisii",,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Euphrasia","Subspecies","PreservedSpecimen","Magnoliophyta","2900","minima",,"Euphrasia minima subsp. davisii Yeo","TR","1999-08-06 00:00:00.0","ICBN","1166","Yeo","Adana","Scrophulariales","Asia","B"
"11617","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Silene",,"PreservedSpecimen","Magnoliophyta","2900","nuncupanda",,"Silene nuncupanda Coode & Cullen","TR","1999-08-06 00:00:00.0","ICBN","1167","Coode & Cullen","Adana","Caryophyllales","Asia","B"
"11618","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Aethionema",,"PreservedSpecimen","Magnoliophyta","2900","oppositifolium",,"Aethionema oppositifolium (Pers.) Hedge","TR","1999-08-06 00:00:00.0","ICBN","1168","(Pers.) Hedge","Adana","Capparales","Asia","B"
"11619","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Alyssum",,"PreservedSpecimen","Magnoliophyta","2900","spec.",,"Alyssum spec.","TR","1999-08-06 00:00:00.0","ICBN","1169",,"Adana","Capparales","Asia","B"
"11620","Apiaceae","BGBM","cernuum",,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Bupleurum","Subspecies","PreservedSpecimen","Magnoliophyta","2900","falcatum",,"Bupleurum falcatum subsp. cernuum (Ten.) Arc.","TR","1999-08-06 00:00:00.0","ICBN","1171","(Ten.) Arc.","Adana","Apiales","Asia","B"
"11621","Apiaceae","BGBM","cernuum",,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Bupleurum","Subspecies","PreservedSpecimen","Magnoliophyta","2900","falcatum",,"Bupleurum falcatum subsp. cernuum (Ten.) Arc.","TR","1999-08-06 00:00:00.0","ICBN","1171x114","(Ten.) Arc.","Adana","Apiales","Asia","B"
"11622","Rubiaceae","BGBM","centrale",,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Galium","Subspecies","PreservedSpecimen","Magnoliophyta","2900","incanum",,"Galium incanum subsp. centrale Ehrend.","TR","1999-08-06 00:00:00.0","ICBN","1172","Ehrend.","Adana","Rubiales","Asia","B"
"11624","Scrophulariaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Pedicularis",,"PreservedSpecimen","Magnoliophyta","2900","cadmea",,"Pedicularis cadmea Boiss.","TR","1999-08-06 00:00:00.0","ICBN","1174","Boiss.","Adana","Scrophulariales","Asia","B"
"11627","Rubiaceae","BGBM","grandiflora",,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, next to fountain, 2890m","Asperula","Subspecies","PreservedSpecimen","Magnoliophyta","2890","stricta",,"Asperula stricta subsp. grandiflora Schönb.-Tem.","TR","1999-08-06 00:00:00.0","ICBN","1176x113","Schönb.-Tem.","Adana","Rubiales","Asia","B"
"11628","Apiaceae","BGBM","cernuum",,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Bupleurum","Subspecies","PreservedSpecimen","Magnoliophyta","2900","falcatum",,"Bupleurum falcatum subsp. cernuum (Ten.) Arc.","TR","1999-08-06 00:00:00.0","ICBN","1177","(Ten.) Arc.","Adana","Apiales","Asia","B"
"11629","Lamiaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Thymus",,"PreservedSpecimen","Magnoliophyta","2900","brachychilus",,"Thymus brachychilus Jalas","TR","1999-08-06 00:00:00.0","ICBN","1178","Jalas","Adana","Lamiales","Asia","B"
"11630","Liliaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Allium",,"PreservedSpecimen","Magnoliophyta","2900","tauricola",,"Allium tauricola Boiss.","TR","1999-08-06 00:00:00.0","ICBN","1179","Boiss.","Adana","Liliales","Asia","B"
"11631","Gentianaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz DeresiStaudenflur, Kürschner, 2800m","Swertia",,"PreservedSpecimen","Magnoliophyta","2800","longifolia",,"Swertia longifolia Boiss.","TR","1999-08-06 00:00:00.0","ICBN","1180","Boiss.","Adana","Gentianales","Asia","B"
"11632","Polygonaceae","BGBM","carnea",,"Markus Döring","Plantae","Aladaglari, lower Narpiz DeresiStaudenflur, Kürschner, 2800m","Persicaria","Subspecies","PreservedSpecimen","Magnoliophyta","2800","bistorta",,"Persicaria bistorta subsp. carnea (C. Koch) Greuter & Burdet","TR","1999-08-06 00:00:00.0","ICBN","1181","(C. Koch) Greuter & Burdet","Adana","Polygonales","Asia","B"
"11637","Rubiaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Galium",,"PreservedSpecimen","Magnoliophyta","2900","cilicicum",,"Galium cilicicum Boiss.","TR","1999-08-06 00:00:00.0","ICBN","1185b","Boiss.","Adana","Rubiales","Asia","B"
"11623","Caryophyllaceae","BGBM","umbellulifera",,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Minuartia","Variety","PreservedSpecimen","Magnoliophyta","2900","umbellulifera",,"Minuartia umbellulifera var. umbellulifera","TR","1999-08-06 00:00:00.0","ICBN","1173",,"Adana","Caryophyllales","Asia","B"
"11641","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Erysimum",,"PreservedSpecimen","Magnoliophyta","2900","kotschyanum",,"Erysimum kotschyanum Gay","TR","1999-08-06 00:00:00.0","ICBN","1189","Gay","Adana","Capparales","Asia","B"
"11625","Scrophulariaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Veronica","Variety","PreservedSpecimen","Magnoliophyta","2900","caespitosa",,"Veronica caespitosa var. caespitosa","TR","1999-08-06 00:00:00.0","ICBN","1175",,"Adana","Scrophulariales","Asia","B"
"11626","Rubiaceae","BGBM","grandiflora",,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Asperula","Subspecies","PreservedSpecimen","Magnoliophyta","2900","stricta",,"Asperula stricta subsp. grandiflora Schönb.-Tem.","TR","1999-08-06 00:00:00.0","ICBN","1176","Schönb.-Tem.","Adana","Rubiales","Asia","B"
"11633","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Arenaria","Variety","PreservedSpecimen","Magnoliophyta","2900","ledebouriana",,"Arenaria ledebouriana var. ledebouriana","TR","1999-08-06 00:00:00.0","ICBN","1182",,"Adana","Caryophyllales","Asia","B"
"11634","Lamiaceae","BGBM","pinnatifida",,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Scutellaria","Subspecies","PreservedSpecimen","Magnoliophyta","2900","orientalis",,"Scutellaria orientalis subsp. pinnatifida J.R.Edm.","TR","1999-08-06 00:00:00.0","ICBN","1183","J.R.Edm.","Adana","Lamiales","Asia","B"
"11635","Caryophyllaceae","BGBM","kotschyana",,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Arenaria","Subspecies","PreservedSpecimen","Magnoliophyta","2900","kotschyana",,"Arenaria kotschyana subsp. kotschyana","TR","1999-08-06 00:00:00.0","ICBN","1184",,"Adana","Caryophyllales","Asia","B"
