Locality	CollectionCode	DecimalLongitude	ScientificName	MinimumElevationInMeters	GUID	Kingdom	InstitutionCode	BasisOfRecord	Class	Country	StateProvince	CatalogNumber	Genus	SpecificEpithet	Order	DecimalLatitude	Family	InfraspecificEpithet	NomenclaturalCode	Phylum	Continent	
Lycian Akdaglari above Gömbe, above Subasi Yayla, 2400m	B	29.63000	Geranium tuberosum subsp. tuberosum	2400	34d67a83-3c6e-4549-a96d-a27062673035-FOO	Plantae	BGBM	PreservedSpecimen		TR	Mugla	140	Geranium	tuberosum	Geraniales	36.56300	Geraniaceae	tuberosum	ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m	B	35.12990	Crepis willdenowii Czerep.	2400	1badf102-4e32-4925-8cf7-eba931cbf622-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1400	Crepis	willdenowii	Asterales	37.82980	Asteraceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m	B	35.12990	Crepis willdenowii Czerep.	2490	f97df894-6798-4288-b548-4afbb3e37411-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1400x131	Crepis	willdenowii	Asterales	37.82980	Asteraceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m	B	35.12990	Linum obtusatum (Boiss.) Stapf	2400	d587e846-f741-48b5-b6c7-63e7ccbff0fd-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1401	Linum	obtusatum	Linales	37.82980	Linaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m	B	35.12990	Asyneuma limonifolium subsp. limonifolium	2400	180c7be7-c42a-4aff-93a8-c7c9b84211cc-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1402	Asyneuma	limonifolium	Campanulales	37.82980	Campanulaceae	limonifolium	ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m	B	35.12990	Asperula stricta subsp. grandiflora Schönb.-Tem.	2400	b6737aed-5dac-41d4-bc31-2c5bd6fcdade-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1403	Asperula	stricta	Rubiales	37.82980	Rubiaceae	grandiflora	ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m	B	35.12990	Asperula stricta subsp. grandiflora Schönb.-Tem.	2490	a29b252b-0ba7-4783-9467-638ec2e3093a-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1403x131	Asperula	stricta	Rubiales	37.82980	Rubiaceae	grandiflora	ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m	B	35.12990	Dianthus zonatus var. zonatus	2400	6137a6ae-1205-4c58-9318-3fca24688369-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1404	Dianthus	zonatus	Caryophyllales	37.82980	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m	B	35.12990	Dianthus zonatus var. zonatus	2490	66a07231-dc04-48d7-b9e6-8199dd1c8fab-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1404x131	Dianthus	zonatus	Caryophyllales	37.82980	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m	B	35.12990	Erysimum kotschyanum Gay	2400	c931977a-20d7-401a-9ffc-8582ba2a4682-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1405	Erysimum	kotschyanum	Capparales	37.82980	Brassicaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m	B	35.12990	Centaurea reuterana var. phrygia Bornm.	2400	c3f74b40-f6fe-49db-8d5f-71b472df4ea6-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1406	Centaurea	reuterana	Asterales	37.82980	Asteraceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, below ridge of southern slope, 2600m	B	35.12990	Centaurea reuterana var. phrygia Bornm.	2600	b90e6f18-6dd1-48a1-ba69-04f518c7a16c-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1406x135	Centaurea	reuterana	Asterales	37.82980	Asteraceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m	B	35.12990	Arenaria acerosa Boiss.	2400	b941631c-09e0-47ac-8ca5-b5364a646021-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1407	Arenaria	acerosa	Caryophyllales	37.82980	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2510m	B	35.12990	Asyneuma lobelioides (Willd.) Hand.-Mazz.	2510	4c7a9011-38dc-4daf-99ff-c39c63a72c92-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1407x133	Asyneuma	lobelioides	Campanulales	37.82980	Campanulaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m	B	35.12990	Pimpinella tragium subsp. lithophila (I. Schischk.) Tutin	2400	42198c84-42a0-432c-9372-e99185cd6ed8-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1408	Pimpinella	tragium	Apiales	37.82980	Apiaceae	lithophila	ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m	B	35.12990	Iberis simplex DC.	2400	4c5f96f6-f53a-45bd-a39e-51feb6064833-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1409	Iberis	simplex	Capparales	37.82980	Brassicaceae		ICBN	Magnoliophyta	Asia	
Lycian Akdaglari above Gömbe, above Subasi Yayla, 2400m	B	29.63000	Euphorbia herniariifolia var. glaberrima Hal.	2400	089f75e6-375d-4e9a-b137-9717c7285579-FOO	Plantae	BGBM	PreservedSpecimen		TR	Mugla	141	Euphorbia	herniariifolia	Euphorbiales	36.56300	Euphorbiaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m	B	35.12990	Cruciata taurica (Pall. ex Willd.) Ehrend.	2400	1c9d4979-af0d-42d6-b199-b83eba3056d6-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1410	Cruciata	taurica	Rubiales	37.82980	Rubiaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m	B	35.12990	Helianthemum oelandicum subsp. canum (L.) Bonnier	2400	e17ac285-5f31-4fe9-b835-8e8be543f207-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1411	Helianthemum	oelandicum	Violales	37.82980	Cistaceae	canum	ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m	B	35.12990	Silene caryophylloides subsp. cf. masmenaea (Boiss.) Coode & Cullen	2400	99829eff-a298-4815-9ce0-1f0a8bdbb933-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1412	Silene	caryophylloides	Caryophyllales	37.82980	Caryophyllaceae	cf. masmenaea	ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m	B	35.12990	Jurinella moschus subsp. moschus	2400	befd4f65-c548-4382-ab74-d9b319524bf4-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1413	Jurinella	moschus	Asterales	37.82980	Asteraceae	moschus	ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m	B	35.12990	Arenaria ledebouriana var. ledebouriana	2400	10dcb0ce-dbc8-4b31-94a0-9fcd0ebb822e-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1414	Arenaria	ledebouriana	Caryophyllales	37.82980	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m	B	35.12990	Arenaria ledebouriana var. ledebouriana	2490	14903731-9d2d-4a8d-8beb-2f2ba92313de-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1414x131	Arenaria	ledebouriana	Caryophyllales	37.82980	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, below ridge of southern slope, 2600m	B	35.12990	Arenaria ledebouriana var. ledebouriana	2600	b972784c-325c-4baa-9319-6fbf2269ffca-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1414x135	Arenaria	ledebouriana	Caryophyllales	37.82980	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m	B	35.12990	Bupleurum falcatum subsp. cernuum (Ten.) Arc.	2400	fb50ad03-11eb-445b-909e-3be701f264ea-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1415	Bupleurum	falcatum	Apiales	37.82980	Apiaceae	cernuum	ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m	B	35.12990	Acantholimon lycaonicum Boiss. & Heldr.	2400	587a9ad9-8105-4f25-8b20-93324f8939f1-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1416	Acantholimon	lycaonicum	Plumbaginales	37.82980	Plumbaginaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m	B	35.12990	Elytrigia libanotica (Hack.) J.Holub.	2400	91ae3680-b0e7-40c4-bf6f-6586d4eeb524-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1417	Elytrigia	libanotica	Cyperales	37.82980	Poaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m	B	35.12990	Sesleria alba Sm.	2400	ecdefdb2-9aa6-462c-aa64-7b2956b0882b-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1418	Sesleria	alba	Cyperales	37.82980	Poaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m	B	35.12990	Astragalus lineatus var. lineatus	2490	c49c8c99-0636-4d9e-b8f3-584215dce54e-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1419	Astragalus	lineatus	Fabales	37.82980	Fabaceae		ICBN	Magnoliophyta	Asia	
Lycian Akdaglari above Gömbe, above Subasi Yayla, 2400m	B	29.63000	Ziziphora clinopodioides Lam.	2400	827c9b50-5199-4a9a-9ff4-f06bd5c4537e-FOO	Plantae	BGBM	PreservedSpecimen		TR	Mugla	142	Ziziphora	clinopodioides	Lamiales	36.56300	Lamiaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m	B	35.12990	Anthemis cretica subsp. anatolica (Boiss.) Grierson	2490	87f60673-b55f-4a05-8794-b0df6f0f5a4b-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1420	Anthemis	cretica	Asterales	37.82980	Asteraceae	anatolica	ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m	B	35.12990	Draba bruniifolia subsp. bruniifolia	2490	30cbc9db-a60c-48a9-ae88-2dd9fd746635-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1421	Draba	bruniifolia	Capparales	37.82980	Brassicaceae	bruniifolia	ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m	B	35.12990	Thymus brachychilus Jalas	2490	ab5cd11e-7d8c-442f-9947-13f41eb7aeba-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1422	Thymus	brachychilus	Lamiales	37.82980	Lamiaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2500m	B	35.12990	Thymus brachychilus Jalas	2500	fd729398-c5e9-4e5f-9717-7189bd590caf-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1422x132	Thymus	brachychilus	Lamiales	37.82980	Lamiaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m	B	35.12990	Alyssum condensatum subsp. flexibile (Nyár.) Dudley	2490	72d54ab6-6857-4f55-94b7-a2f2f22bf157-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1423	Alyssum	condensatum	Capparales	37.82980	Brassicaceae	flexibile	ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m	B	35.12990	Scorzonera cana var. radicosa (Boiss.) D.F.Chamb.	2490	2f4cccc2-3ca7-4116-940f-2fb5401752fa-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1424	Scorzonera	cana	Asterales	37.82980	Asteraceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m	B	35.12990	Minuartia leucocephala (Boiss.) Mattf.	2490	439d5452-4a6d-4313-831a-3d8506f914b1-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1425	Minuartia	leucocephala	Caryophyllales	37.82980	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m	B	35.12990	Acantholimon lycaonicum Boiss. & Heldr.	2490	bfd74c92-d00c-4eb7-b16e-52d785c082c1-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1426	Acantholimon	lycaonicum	Plumbaginales	37.82980	Plumbaginaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m	B	35.12990	Silene caryophylloides subsp. stentoria (Fenzl) Coode & Cullen	2490	41dd3ab3-a6e6-43e3-bec6-5cb749646371-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1427	Silene	caryophylloides	Caryophyllales	37.82980	Caryophyllaceae	stentoria	ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, below ridge of southern slope, 2600m	B	35.12990	Silene pruinosa Boiss.	2600	ff3383b3-1dab-4cbf-824f-5182749b7459-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1427x135	Silene	pruinosa	Caryophyllales	37.82980	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m	B	35.12990	Poa alpina subsp. fallax F.Herm.	2490	b542309c-8d07-4ae4-b9c4-4b9810c31003-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1428	Poa	alpina	Cyperales	37.82980	Poaceae	fallax	ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m	B	35.12990	Asphodeline taurica (Pall.) Kunth	2400	c43e4049-1181-487d-9448-1598c795dde4-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1429	Asphodeline	taurica	Liliales	37.82980	Liliaceae		ICBN	Magnoliophyta	Asia	
Lycian Akdaglari above Gömbe, 2300m	B	29.63000	Tragopogon olympicus Boiss.	2300	8fcd8a9b-8238-48db-9d61-06669dd6e99f-FOO	Plantae	BGBM	PreservedSpecimen		TR	Mugla	143	Tragopogon	olympicus	Asterales	36.56300	Asteraceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2500m	B	35.12990	Aurinia rupestris subsp. cyclocarpa	2500	7e2f51d0-f1f4-425c-b2f6-0800ef49be5e-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1430	Aurinia	rupestris	Capparales	37.82980	Brassicaceae	cyclocarpa	ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2500m	B	35.12990	Gypsophila libanotica Boiss.	2500	747e7b35-1ab6-4e47-a691-06a3fa123d37-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1431	Gypsophila	libanotica	Caryophyllales	37.82980	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2500m	B	35.12990	Aethionema capitatum Boiss. & Balansa	2500	cab72c87-cffb-41d7-ba26-ca232de1acfc-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1432	Aethionema	capitatum	Capparales	37.82980	Brassicaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2100m	B	35.12540	Aethionema oppositifolium (Pers.) Hedge	2100	0522a46e-ad21-43fc-b3be-097f18da4934-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1433	Aethionema	oppositifolium	Capparales	37.76660	Brassicaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2510m	B	35.12990	Anthyllis vulneraria subsp. boissieri (Sagorski) Bornm.	2510	987f4ace-9c6f-41d5-9427-9c22be89b556-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1434	Anthyllis	vulneraria	Fabales	37.82980	Fabaceae	boissieri	ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2510m	B	35.12990	Polygala anatolica Boiss. & Heldr.	2510	73eff961-752e-4e4e-ae1f-2e75f1c348c6-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1435	Polygala	anatolica	Polygalales	37.82980	Polygalaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m	B	35.12990	Aethionema oppositifolium (Pers.) Hedge	2400	aad78091-6880-431f-9c29-c52b38a12d96-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1436	Aethionema	oppositifolium	Capparales	37.82980	Brassicaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2500m	B	35.12990	Pedicularis comosa var. sibthorpii (Boiss.) Boiss.	2500	e85ccd23-980c-4f6d-8d88-8199ff6b6a49-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1437	Pedicularis	comosa	Scrophulariales	37.82980	Scrophulariaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, below ridge of southern slope, 2600m	B	35.12990	Pedicularis comosa var. sibthorpii (Boiss.) Boiss.	2600	228db8db-b321-430d-8c28-ced319ee52f8-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1437x135	Pedicularis	comosa	Scrophulariales	37.82980	Scrophulariaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2510m	B	35.12990	Silene nuncupanda Coode & Cullen	2510	08ea6eae-9a8c-4aa9-98c4-95c45d155221-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1438	Silene	nuncupanda	Caryophyllales	37.82980	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2510m	B	35.12990	Crepis armena DC.	2510	effb6e9b-9dee-4a00-b63c-d623548cc306-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1439	Crepis	armena	Asterales	37.82980	Asteraceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, below ridge of southern slope, 2600m	B	35.12990	Crepis armena DC.	2600	1b6960fd-1bcf-4f9d-8a57-ce7d6549c569-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1439ax135	Crepis	armena	Asterales	37.82980	Asteraceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, below ridge of southern slope, 2600m	B	35.12990	Leontodon oxylepis var. oxylepis	2600	060c504f-52b8-4b4c-a57b-1ecdda8cbc30-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1439bx135	Leontodon	oxylepis	Asterales	37.82980	Asteraceae		ICBN	Magnoliophyta	Asia	
Lycian Akdaglari above Gömbe, above Subasi Yayla, 2400m	B	29.63000	Centaurea bourgaei Boiss.	2400	369816f7-db83-4fc5-af07-6692a71709bc-FOO	Plantae	BGBM	PreservedSpecimen		TR	Mugla	144	Centaurea	bourgaei	Asterales	36.56300	Asteraceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2550m	B	35.12990	Minuartia dianthifolia subsp. dianthifolia	2550	75931c32-949a-47bd-98a8-b6c06e9e6419-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1440	Minuartia	dianthifolia	Caryophyllales	37.82980	Caryophyllaceae	dianthifolia	ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2550m	B	35.12990	Silene caryophylloides subsp. cf. masmenaea (Boiss.) Coode & Cullen	2550	4d495487-4690-497b-85d5-4f3b18990c95-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1441	Silene	caryophylloides	Caryophyllales	37.82980	Caryophyllaceae	cf. masmenaea	ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, below ridge of southern slope, 2600m	B	35.12990	Prometheum aizoon (Fenzl) t´Hart	2600	8bcc065e-d69f-46e5-80fc-a2963050d705-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1442	Prometheum	aizoon	Rosales	37.82980	Crassulaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2550m	B	35.12990	Orobanche coelestis (Reut.) Beck	2550	d58a1c2c-0eb9-4ccf-be6c-b84377545fb0-FOO	Plantae	BGBM	PreservedSpecimen		TR	Adana	1443	Orobanche	coelestis	Scrophulariales	37.82980	Orobanchaceae		ICBN	Magnoliophyta	Asia	
Lycian Akdaglari above Gömbe, 2800m	B	29.63000	Aubrieta deltoidea (L.) DC.	2800	624f6d82-67ff-4c9e-a29b-dc0f997943f4-FOO	Plantae	BGBM	PreservedSpecimen		TR	Mugla	145	Aubrieta	deltoidea	Capparales	36.56300	Brassicaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2100m	B	35.12540	Scorzonera cinerea Boiss.	2100	f2f9907e-2e38-4d98-bce4-6289c5c508fe-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1450	Scorzonera	cinerea	Asterales	37.76660	Asteraceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2100m	B	35.12540	Alyssum condensatum subsp. flexibile (Nyár.) Dudley	2100	d46b3bca-6d5d-4f4e-89c2-f43df0799481-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1451	Alyssum	condensatum	Capparales	37.76660	Brassicaceae	flexibile	ICBN	Magnoliophyta	Asia	
Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2100m	B	35.12540	Linum tenuifolium L.	2100	60edb847-7a84-4f19-ad02-a289eb10a737-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1452	Linum	tenuifolium	Linales	37.76660	Linaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2100m	B	35.12540	Muscari cf. neglectum / armeniacum / bourgaei	2100	e60565e6-815e-48b1-afcd-77ab37050879-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1453	Muscari	cf. neglectum / armeniacum / bourgaei	Liliales	37.76660	Liliaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2100m	B	35.12540	Alyssum aurantiacum Boiss.	2100	c7121444-509d-459b-bf0a-a7b0940d0d4a-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1454	Alyssum	aurantiacum	Capparales	37.76660	Brassicaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2100m	B	35.12540	Festuca pinifolia var. pinifolia	2100	fdd92aba-a67b-4210-bca8-2bcd0f2bd6e2-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1455	Festuca	pinifolia	Cyperales	37.76660	Poaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2100m	B	35.12540	Dianthus zonatus var. zonatus	2100	3dbe6364-7dc7-4a1c-bf4c-91b69e093481-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1456	Dianthus	zonatus	Caryophyllales	37.76660	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2100m	B	35.12540	Minuartia juniperina (L.) Maire & Petitm.	2100	9f1fd1b0-09d8-4a23-8cb1-dc147d1f3f75-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1457	Minuartia	juniperina	Caryophyllales	37.76660	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2100m	B	35.12540	Teucrium polium s.l. L.	2100	30ec87cc-6eef-4a91-bdd7-793976133741-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1458	Teucrium	polium s.l.	Lamiales	37.76660	Lamiaceae		ICBN	Magnoliophyta	Asia	
Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2100m	B	35.12540	Elytrigia tauri (Boiss. & Balansa) Tzvelev.	2100	c8ea8c29-5e6e-4fcc-8807-bf3b33068d9d-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1459	Elytrigia	tauri	Cyperales	37.76660	Poaceae		ICBN	Magnoliophyta	Asia	
Lycian Akdaglari above Gömbe, above Subasi Yayla, 2400m	B	29.63000	Cynoglossum lithospermifolium var. cariense	2400	bb026b18-3794-4bf7-8bab-b902906601b6-FOO	Plantae	BGBM	PreservedSpecimen		TR	Mugla	146	Cynoglossum	lithospermifolium	Lamiales	36.56300	Boraginaceae	cariense	ICBN	Magnoliophyta	Asia	
Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2170m	B	35.12540	Hypericum scabrum L.	2170	2cea9167-1c5f-4947-b409-244a0d6c5a4f-FOO	Plantae	BGBM	PreservedSpecimen		TR	Nigde	1460	Hypericum	scabrum	Malpighiales	37.76660	Hypericaceae		ICBN	Magnoliophyta	Asia	
