"GUID","MODIFIED","LINK","SOURCE_ID","NOMENCLATURAL_CODE","SCIENTIFIC_NAME","LOCALITY","ORDER","CATALOG_NUMBER","GENUS","CONTINENT","BASIS_OF_RECORD","INFRASPECIFIC_EPITHET","FAMILY","COUNTRY","KINGDOM","STATE_PROVINCE","MINIMUM_ELEVATION_IN_METERS","PHYLUM","INSTITUTION_CODE","DECIMAL_LATITUDE","CLASS","SPECIFIC_EPITHET","COLLECTION_CODE","DECIMAL_LONGITUDE"
"ac379f76-0b77-4994-b99b-eef6271eb4e6-FOO",,"http://localhost:8080/occ/ac379f76-0b77-4994-b99b-eef6271eb4e6-FOO","1155","ICBN","Veronica tauricola Bornm.","Aladaglari, lower Narpiz Deresi, waterfall Narpiz Bogazi, 2500m","Scrophulariales","1155","Veronica","Asia","PreservedSpecimen",,"Scrophulariaceae","TR","Plantae","Adana","2500","Magnoliophyta","BGBM","37.82800",,"tauricola","B","35.13600"
"ba6107f0-9ea0-484f-854d-a33277a5058d-FOO",,"http://localhost:8080/occ/ba6107f0-9ea0-484f-854d-a33277a5058d-FOO","1156","ICBN","Omphalodes luciliae subsp. cilicica (Brand) Bornm.","Aladaglari, lower Narpiz Deresi, waterfall Narpiz Bogazi, 2500m","Lamiales","1156","Omphalodes","Asia","PreservedSpecimen","cilicica","Boraginaceae","TR","Plantae","Adana","2500","Magnoliophyta","BGBM","37.82800",,"luciliae","B","35.13600"
"d3fa7173-83fe-4e9d-b671-c47007c985f5-FOO",,"http://localhost:8080/occ/d3fa7173-83fe-4e9d-b671-c47007c985f5-FOO","1157","ICBN","Poa psychrophila Boiss. & Heldr.","Aladaglari, lower Narpiz Deresi, waterfall Narpiz Bogazi, 2500m","Cyperales","1157","Poa","Asia","PreservedSpecimen",,"Poaceae","TR","Plantae","Adana","2500","Magnoliophyta","BGBM","37.82800",,"psychrophila","B","35.13600"
"31da3f87-139e-4a89-a1d6-7f9b8d65c782-FOO",,"http://localhost:8080/occ/31da3f87-139e-4a89-a1d6-7f9b8d65c782-FOO","1158","ICBN","noch unbestimmt !!!","Aladaglari, lower Narpiz DeresiStaudenflur, K�rschner, 2800m",,"1158","noch unbestimmt !!!","Asia","PreservedSpecimen",,"unbekannt","TR","Plantae","Adana","2800",,"BGBM","37.82800",,,"B","35.13600"
"eb23626a-2444-4dc9-b249-01ffa98385b2-FOO",,"http://localhost:8080/occ/eb23626a-2444-4dc9-b249-01ffa98385b2-FOO","1159","ICBN","Festuca anatolica subsp. anatolica","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Cyperales","1159","Festuca","Asia","PreservedSpecimen","anatolica","Poaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"anatolica","B","35.13600"
"ba2e0916-f7cc-4f4c-b330-8831733adec0-FOO",,"http://localhost:8080/occ/ba2e0916-f7cc-4f4c-b330-8831733adec0-FOO","1160","ICBN","Bromus tomentellus subsp. tomentellus","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Cyperales","1160","Bromus","Asia","PreservedSpecimen","tomentellus","Poaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"tomentellus","B","35.13600"
"0edff871-daef-4ed5-ad6c-d696ea466aae-FOO",,"http://localhost:8080/occ/0edff871-daef-4ed5-ad6c-d696ea466aae-FOO","1161","ICBN","Poa alpina subsp. fallax F.Herm.","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Cyperales","1161","Poa","Asia","PreservedSpecimen","fallax","Poaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"alpina","B","35.13600"
"4eb14f27-3777-458f-be9e-d5d254d9d730-FOO",,"http://localhost:8080/occ/4eb14f27-3777-458f-be9e-d5d254d9d730-FOO","1162","ICBN","Carex tristis M.Bieb.","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Cyperales","1162","Carex","Asia","PreservedSpecimen",,"Cyperaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"tristis","B","35.13600"
"726cbdcf-cfee-42e0-afae-ad4a696d99e2-FOO",,"http://localhost:8080/occ/726cbdcf-cfee-42e0-afae-ad4a696d99e2-FOO","1163a","ICBN","Kobresia humilis (C.A.Meyer ex Trautv.) Sergievsk.","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Cyperales","1163a","Kobresia","Asia","PreservedSpecimen",,"Cyperaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"humilis","B","35.13600"
"0ef4acfb-9dba-4fd7-b068-46737e66ff9a-FOO",,"http://localhost:8080/occ/0ef4acfb-9dba-4fd7-b068-46737e66ff9a-FOO","1163b","ICBN","Carex tristis M.Bieb.","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Cyperales","1163b","Carex","Asia","PreservedSpecimen",,"Cyperaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"tristis","B","35.13600"
"4013d8b4-0b72-47fb-abd0-4b71447d096b-FOO",,"http://localhost:8080/occ/4013d8b4-0b72-47fb-abd0-4b71447d096b-FOO","1164","ICBN","Acantholimon lycaonicum Boiss. & Heldr.","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Plumbaginales","1164","Acantholimon","Asia","PreservedSpecimen",,"Plumbaginaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"lycaonicum","B","35.13600"
"0b314d4b-d0a5-417a-a4a1-c99d59ab1811-FOO",,"http://localhost:8080/occ/0b314d4b-d0a5-417a-a4a1-c99d59ab1811-FOO","1165","ICBN","Alchemilla ellenbergiana Rothm.","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Rosales","1165","Alchemilla","Asia","PreservedSpecimen",,"Rosaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"ellenbergiana","B","35.13600"
"fbe0ec10-a72e-48f7-9bf6-ab33515ebc39-FOO",,"http://localhost:8080/occ/fbe0ec10-a72e-48f7-9bf6-ab33515ebc39-FOO","1166","ICBN","Euphrasia minima subsp. davisii Yeo","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Scrophulariales","1166","Euphrasia","Asia","PreservedSpecimen","davisii","Scrophulariaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"minima","B","35.13600"
"95a69392-f8b0-4df8-86c4-b730e5c68b25-FOO",,"http://localhost:8080/occ/95a69392-f8b0-4df8-86c4-b730e5c68b25-FOO","1167","ICBN","Silene nuncupanda Coode & Cullen","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Caryophyllales","1167","Silene","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"nuncupanda","B","35.13600"
"8d52c3bb-6b60-4d83-bc86-6e6e618e0950-FOO",,"http://localhost:8080/occ/8d52c3bb-6b60-4d83-bc86-6e6e618e0950-FOO","1168","ICBN","Aethionema oppositifolium (Pers.) Hedge","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Capparales","1168","Aethionema","Asia","PreservedSpecimen",,"Brassicaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"oppositifolium","B","35.13600"
"654b4a0f-b2ec-49ea-aea1-d68d61d9d40b-FOO",,"http://localhost:8080/occ/654b4a0f-b2ec-49ea-aea1-d68d61d9d40b-FOO","1169","ICBN","Alyssum spec.","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Capparales","1169","Alyssum","Asia","PreservedSpecimen",,"Brassicaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"spec.","B","35.13600"
"bbc1cd76-5790-4b8e-9e16-5537e21e572f-FOO",,"http://localhost:8080/occ/bbc1cd76-5790-4b8e-9e16-5537e21e572f-FOO","1171","ICBN","Bupleurum falcatum subsp. cernuum (Ten.) Arc.","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Apiales","1171","Bupleurum","Asia","PreservedSpecimen","cernuum","Apiaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"falcatum","B","35.13600"
"2e4cd508-5c6b-4b84-9352-17844f82ff0f-FOO",,"http://localhost:8080/occ/2e4cd508-5c6b-4b84-9352-17844f82ff0f-FOO","1171x114","ICBN","Bupleurum falcatum subsp. cernuum (Ten.) Arc.","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Apiales","1171x114","Bupleurum","Asia","PreservedSpecimen","cernuum","Apiaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"falcatum","B","35.13600"
"c41e4fa3-2e93-41d3-a33a-ec4c20c3c6ef-FOO",,"http://localhost:8080/occ/c41e4fa3-2e93-41d3-a33a-ec4c20c3c6ef-FOO","1172","ICBN","Galium incanum subsp. centrale Ehrend.","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Rubiales","1172","Galium","Asia","PreservedSpecimen","centrale","Rubiaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"incanum","B","35.13600"
"d76dce26-28aa-483e-9b5b-4e828351181b-FOO",,"http://localhost:8080/occ/d76dce26-28aa-483e-9b5b-4e828351181b-FOO","1173","ICBN","Minuartia umbellulifera var. umbellulifera","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Caryophyllales","1173","Minuartia","Asia","PreservedSpecimen","umbellulifera","Caryophyllaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"umbellulifera","B","35.13600"
"bf3ac918-43f1-4f7d-af12-2afeaf47e8e3-FOO",,"http://localhost:8080/occ/bf3ac918-43f1-4f7d-af12-2afeaf47e8e3-FOO","1174","ICBN","Pedicularis cadmea Boiss.","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Scrophulariales","1174","Pedicularis","Asia","PreservedSpecimen",,"Scrophulariaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"cadmea","B","35.13600"
"e0df8450-bc56-42dc-ab9e-90bb72719240-FOO",,"http://localhost:8080/occ/e0df8450-bc56-42dc-ab9e-90bb72719240-FOO","1175","ICBN","Veronica caespitosa var. caespitosa","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Scrophulariales","1175","Veronica","Asia","PreservedSpecimen",,"Scrophulariaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"caespitosa","B","35.13600"
"fa67b601-3f5e-4bd0-8f19-5cb81b1abc28-FOO",,"http://localhost:8080/occ/fa67b601-3f5e-4bd0-8f19-5cb81b1abc28-FOO","1176","ICBN","Asperula stricta subsp. grandiflora Sch�nb.-Tem.","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Rubiales","1176","Asperula","Asia","PreservedSpecimen","grandiflora","Rubiaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"stricta","B","35.13600"
"b8de8605-4761-4398-939f-0fec3921c310-FOO",,"http://localhost:8080/occ/b8de8605-4761-4398-939f-0fec3921c310-FOO","1176x113","ICBN","Asperula stricta subsp. grandiflora Sch�nb.-Tem.","Aladaglari, lower Narpiz Deresi, next to fountain, 2890m","Rubiales","1176x113","Asperula","Asia","PreservedSpecimen","grandiflora","Rubiaceae","TR","Plantae","Adana","2890","Magnoliophyta","BGBM","37.82800",,"stricta","B","35.13600"
"cebb4e29-907e-45a3-8a0d-dc305e8b14c1-FOO",,"http://localhost:8080/occ/cebb4e29-907e-45a3-8a0d-dc305e8b14c1-FOO","1177","ICBN","Bupleurum falcatum subsp. cernuum (Ten.) Arc.","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Apiales","1177","Bupleurum","Asia","PreservedSpecimen","cernuum","Apiaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"falcatum","B","35.13600"
"e0921537-bd9e-4f8d-842e-a5b287b42680-FOO",,"http://localhost:8080/occ/e0921537-bd9e-4f8d-842e-a5b287b42680-FOO","1178","ICBN","Thymus brachychilus Jalas","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Lamiales","1178","Thymus","Asia","PreservedSpecimen",,"Lamiaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"brachychilus","B","35.13600"
"571195a5-4245-4c58-b434-d04c8cb5fc1c-FOO",,"http://localhost:8080/occ/571195a5-4245-4c58-b434-d04c8cb5fc1c-FOO","1179","ICBN","Allium tauricola Boiss.","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Liliales","1179","Allium","Asia","PreservedSpecimen",,"Liliaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"tauricola","B","35.13600"
"be990563-aec9-49ac-a132-80e094e3c5a7-FOO",,"http://localhost:8080/occ/be990563-aec9-49ac-a132-80e094e3c5a7-FOO","1180","ICBN","Swertia longifolia Boiss.","Aladaglari, lower Narpiz DeresiStaudenflur, K�rschner, 2800m","Gentianales","1180","Swertia","Asia","PreservedSpecimen",,"Gentianaceae","TR","Plantae","Adana","2800","Magnoliophyta","BGBM","37.82800",,"longifolia","B","35.13600"
"ff22d01a-bc06-4855-a733-cd5dfb1b4f6b-FOO",,"http://localhost:8080/occ/ff22d01a-bc06-4855-a733-cd5dfb1b4f6b-FOO","1181","ICBN","Persicaria bistorta subsp. carnea (C. Koch) Greuter & Burdet","Aladaglari, lower Narpiz DeresiStaudenflur, K�rschner, 2800m","Polygonales","1181","Persicaria","Asia","PreservedSpecimen","carnea","Polygonaceae","TR","Plantae","Adana","2800","Magnoliophyta","BGBM","37.82800",,"bistorta","B","35.13600"
"e727b2d5-31fc-4c0f-b5e8-5979ac47147f-FOO",,"http://localhost:8080/occ/e727b2d5-31fc-4c0f-b5e8-5979ac47147f-FOO","1182","ICBN","Arenaria ledebouriana var. ledebouriana","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Caryophyllales","1182","Arenaria","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"ledebouriana","B","35.13600"
"87d8f754-81c1-4d9c-ae26-b25461ed0e3b-FOO",,"http://localhost:8080/occ/87d8f754-81c1-4d9c-ae26-b25461ed0e3b-FOO","1183","ICBN","Scutellaria orientalis subsp. pinnatifida J.R.Edm.","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Lamiales","1183","Scutellaria","Asia","PreservedSpecimen","pinnatifida","Lamiaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"orientalis","B","35.13600"
"d92d044f-63c8-4b66-a1e8-aaf1500e5963-FOO",,"http://localhost:8080/occ/d92d044f-63c8-4b66-a1e8-aaf1500e5963-FOO","1184","ICBN","Arenaria kotschyana subsp. kotschyana","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Caryophyllales","1184","Arenaria","Asia","PreservedSpecimen","kotschyana","Caryophyllaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"kotschyana","B","35.13600"
"767e28a9-4a27-4cc7-9aba-2bfac5e46524-FOO",,"http://localhost:8080/occ/767e28a9-4a27-4cc7-9aba-2bfac5e46524-FOO","1185a","ICBN","Minuartia umbellulifera var. umbellulifera","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Caryophyllales","1185a","Minuartia","Asia","PreservedSpecimen","umbellulifera","Caryophyllaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"umbellulifera","B","35.13600"
"ec181efe-347e-467a-9a66-417c5dccbae6-FOO",,"http://localhost:8080/occ/ec181efe-347e-467a-9a66-417c5dccbae6-FOO","1185b","ICBN","Galium cilicicum Boiss.","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Rubiales","1185b","Galium","Asia","PreservedSpecimen",,"Rubiaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"cilicicum","B","35.13600"
"74489bbf-b2c7-49bf-8b2a-2e7fb93c3c88-FOO",,"http://localhost:8080/occ/74489bbf-b2c7-49bf-8b2a-2e7fb93c3c88-FOO","1186","ICBN","Prometheum aizoon (Fenzl) t�Hart","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Rosales","1186","Prometheum","Asia","PreservedSpecimen",,"Crassulaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"aizoon","B","35.13600"
"382deb61-ea46-448e-a9e5-aaa4e3acefc3-FOO",,"http://localhost:8080/occ/382deb61-ea46-448e-a9e5-aaa4e3acefc3-FOO","1187","ICBN","Anthyllis vulneraria subsp. boissieri (Sagorski) Bornm.","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Fabales","1187","Anthyllis","Asia","PreservedSpecimen","boissieri","Fabaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"vulneraria","B","35.13600"
"ced4e916-1f1d-4ab4-ae68-f84cdd5608e3-FOO",,"http://localhost:8080/occ/ced4e916-1f1d-4ab4-ae68-f84cdd5608e3-FOO","1188","ICBN","Anchonium elichrysifolium subsp. elichrysifolium","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Capparales","1188","Anchonium","Asia","PreservedSpecimen","elichrysifolium","Brassicaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"elichrysifolium","B","35.13600"
"e58d812d-f6c1-4af8-9a40-95de79bac080-FOO",,"http://localhost:8080/occ/e58d812d-f6c1-4af8-9a40-95de79bac080-FOO","1189","ICBN","Erysimum kotschyanum Gay","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Capparales","1189","Erysimum","Asia","PreservedSpecimen",,"Brassicaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"kotschyanum","B","35.13600"
"3fe76b8c-d436-493e-b105-43fc13f03452-FOO",,"http://localhost:8080/occ/3fe76b8c-d436-493e-b105-43fc13f03452-FOO","1190","ICBN","Poa bulbosa agg. L.","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Cyperales","1190","Poa","Asia","PreservedSpecimen",,"Poaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"bulbosa agg.","B","35.13600"
"0a9752a9-0307-4906-96ee-3c9c552ddfd6-FOO",,"http://localhost:8080/occ/0a9752a9-0307-4906-96ee-3c9c552ddfd6-FOO","1191","ICBN","Hypericum crenulatum Boiss.","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Malpighiales","1191","Hypericum","Asia","PreservedSpecimen",,"Hypericaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"crenulatum","B","35.13600"
"a7b61e1b-0a8d-4de8-a1bc-a9a346419180-FOO",,"http://localhost:8080/occ/a7b61e1b-0a8d-4de8-a1bc-a9a346419180-FOO","1192","ICBN","Silene caryophylloides subsp. cf. masmenaea (Boiss.) Coode & Cullen","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Caryophyllales","1192","Silene","Asia","PreservedSpecimen","cf. masmenaea","Caryophyllaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"caryophylloides","B","35.13600"
"fd40ddde-d440-485b-a27d-0b784d58ce0d-FOO",,"http://localhost:8080/occ/fd40ddde-d440-485b-a27d-0b784d58ce0d-FOO","1193","ICBN","Arabis alpina subsp. brevifolia (DC.) Greuter & Burdet","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Capparales","1193","Arabis","Asia","PreservedSpecimen","brevifolia","Brassicaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"alpina","B","35.13600"
"2889f149-e46d-4709-8d46-6d5c86a34344-FOO",,"http://localhost:8080/occ/2889f149-e46d-4709-8d46-6d5c86a34344-FOO","1194","ICBN","Silene nuncupanda Coode & Cullen","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Caryophyllales","1194","Silene","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"nuncupanda","B","35.13600"
"d2b4c0ba-b8c7-40e1-b2ad-09ffa0529fb3-FOO",,"http://localhost:8080/occ/d2b4c0ba-b8c7-40e1-b2ad-09ffa0529fb3-FOO","1195","ICBN","Leontodon oxylepis var. oxylepis","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Asterales","1195","Leontodon","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"oxylepis","B","35.13600"
"93bedff1-d818-4f68-9837-955cd2b15ab1-FOO",,"http://localhost:8080/occ/93bedff1-d818-4f68-9837-955cd2b15ab1-FOO","1196","ICBN","Thesium cilicicum Bornm.","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Santalales","1196","Thesium","Asia","PreservedSpecimen",,"Santalaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"cilicicum","B","35.13600"
"63ae9dbe-5fcc-43af-8f70-e7e3a921c45b-FOO",,"http://localhost:8080/occ/63ae9dbe-5fcc-43af-8f70-e7e3a921c45b-FOO","1197","ICBN","Asperula stricta subsp. grandiflora Sch�nb.-Tem.","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Rubiales","1197","Asperula","Asia","PreservedSpecimen","grandiflora","Rubiaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"stricta","B","35.13600"
"8a1af546-1011-4170-858e-71a4c8b49d74-FOO",,"http://localhost:8080/occ/8a1af546-1011-4170-858e-71a4c8b49d74-FOO","1198","ICBN","Dianthus zonatus var. zonatus","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Caryophyllales","1198","Dianthus","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"zonatus","B","35.13600"
"0ceaa8f3-db1e-4979-9e7a-803b80e652de-FOO",,"http://localhost:8080/occ/0ceaa8f3-db1e-4979-9e7a-803b80e652de-FOO","1199","ICBN","Aurinia rupestris subsp. cyclocarpa","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Capparales","1199","Aurinia","Asia","PreservedSpecimen","cyclocarpa","Brassicaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"rupestris","B","35.13600"
"0ef59628-6ae9-430f-9519-2dbd9e69b1da-FOO",,"http://localhost:8080/occ/0ef59628-6ae9-430f-9519-2dbd9e69b1da-FOO","120","ICBN","Helichrysum pallasii Ledeb.","Lycian Akdaglari above G�mbe, behind Subasi Yayla, 2100m","Asterales","120","Helichrysum","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","Mugla","2100","Magnoliophyta","BGBM","36.56300",,"pallasii","B","29.63000"
"cb3a6d4b-45ca-4ac3-ba40-98ad4cccf232-FOO",,"http://localhost:8080/occ/cb3a6d4b-45ca-4ac3-ba40-98ad4cccf232-FOO","1200","ICBN","Muscari cf. neglectum / armeniacum / bourgaei","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Liliales","1200","Muscari","Asia","PreservedSpecimen",,"Liliaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"cf. neglectum / armeniacum / bourgaei","B","35.13600"
"3f1efa29-ef05-42a5-8ead-ce73c0ef5410-FOO",,"http://localhost:8080/occ/3f1efa29-ef05-42a5-8ead-ce73c0ef5410-FOO","1201","ICBN","Sesleria alba Sm.","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Cyperales","1201","Sesleria","Asia","PreservedSpecimen",,"Poaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"alba","B","35.13600"
"56e5f272-ae60-4d3f-b5a4-a690f97b730d-FOO",,"http://localhost:8080/occ/56e5f272-ae60-4d3f-b5a4-a690f97b730d-FOO","1202","ICBN","Elytrigia libanotica (Hack.) J.Holub.","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Cyperales","1202","Elytrigia","Asia","PreservedSpecimen",,"Poaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"libanotica","B","35.13600"
"344a5046-3712-4d3f-ba2f-82a5c7676f0c-FOO",,"http://localhost:8080/occ/344a5046-3712-4d3f-ba2f-82a5c7676f0c-FOO","1203","ICBN","Ebenus laguroides var. cilicica (Boiss.) Bornm.","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Fabales","1203","Ebenus","Asia","PreservedSpecimen",,"Fabaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"laguroides","B","35.13600"
"b7a48786-714e-4533-bae7-d3a1143bd0b9-FOO",,"http://localhost:8080/occ/b7a48786-714e-4533-bae7-d3a1143bd0b9-FOO","1204","ICBN","Hedysarum erythroleucum Boiss.","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Fabales","1204","Hedysarum","Asia","PreservedSpecimen",,"Fabaceae","TR","Plantae","Adana","2900","Magnoliophyta","BGBM","37.82800",,"erythroleucum","B","35.13600"
